"","logFC","AveExpr","t","P.Value","adj.P.Val","B","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10"
"cg19282250",0.10021564,0.50837899,4.32468206371342,0.000329307165095783,0.000329307165095783,-0.440974337030102,"9",79328522,"R","II","PRUNE2","Body","opensea","Body-opensea","",NA,NA,"","",""
"cg25042226",0.07149467,0.828853775,4.31632393435195,0.000335799299522308,0.000335799299522308,-0.460428106502795,"2",114036571,"R","II","PAX8","TSS200","shore","TSS200-shore","chr2:114034594-114036041",NA,NA,"","",""
"cg15006973",0.10429996,0.70863015,4.31213254333889,0.000339103190088703,0.000339103190088703,-0.470183293485712,"1",35258933,"F","II","GJA4","5'UTR","shore","5'UTR-shore","chr1:35258564-35258791",NA,NA,"","",""
"cg15234096",0.07167409,0.547808775,4.30720883990017,0.000343026062246726,0.000343026062246726,-0.481642541741917,"5",96479253,"F","II","LIX1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg18939260",0.0971102700000001,0.544928455,4.30698190220854,0.000343207965583583,0.000343207965583583,-0.482170698974871,"8",125741346,"F","II","MTSS1","TSS1500","shore","TSS1500-shore","chr8:125739685-125741266",NA,NA,"","",""
"cg11054936",0.09677016,0.39297139,4.30169285086361,0.000347474987030075,0.000347474987030075,-0.494479789414337,"13",20766170,"R","II","GJB2","5'UTR","shore","5'UTR-shore","chr13:20766208-20767779",NA,NA,"","",""
"cg06572160",0.053874261,0.0665556045,4.2956758824197,0.000352394084975579,0.000352394084975579,-0.508482371398912,"19",50831901,"R","I","KCNC3","1stExon","island","1stExon-island","chr19:50831454-50832070",NA,NA,"","",""
"cg02679745",-0.04187032,0.79905987,-4.29557239145789,0.000352479301639141,0.000352479301639141,-0.508723208226315,"9",139927646,"F","II","C9orf139","Body","shore","Body-shore","chr9:139925243-139925996",NA,NA,"","","rs74750936"
"cg00520708",-0.04030299,0.271099765,-4.29120096186869,0.000356097789303362,0.000356097789303362,-0.518895914839631,"5",134181266,"R","II","C5orf24","TSS200","shore","TSS200-shore","chr5:134181483-134182250",NA,NA,"","",""
"cg04833152",-0.034441908,0.103674153,-4.27869005736124,0.000366661237039698,0.000366661237039698,-0.548007944282745,"8",30891510,"R","II","PURG","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg14370448",-0.06190547,0.200165455,-4.27697298910826,0.000368135369069611,0.000368135369069611,-0.552003209170863,"16",30103978,"R","II","YPEL3","3'UTR","shore","3'UTR-shore","chr16:30102816-30103695",NA,NA,"","",""
"cg14435807",0.026493308,0.063905799,4.27562874262414,0.000369293577823892,0.000369293577823892,-0.555130953106117,"15",74218780,"F","II","LOXL1","TSS200","island","TSS200-island","chr15:74218696-74220373",NA,NA,"","",""
"cg12374721",0.12227617,0.421313485,4.27071620493799,0.000373557435881264,0.000373557435881264,-0.566560953368699,"17",46799640,"F","I","C17orf93","TSS1500","shore","TSS1500-shore","chr17:46800533-46800746",NA,TRUE,"","",""
"cg25743584",0.05701866,0.62621154,4.26838116689135,0.000375601432377147,0.000375601432377147,-0.571993709627916,"17",27402893,"F","II","TIAF1","TSS1500","shelf","TSS1500-shelf","chr17:27406753-27408059",NA,NA,"","",""
"cg22197830",-0.0639099799999999,0.40266314,-4.25864075657516,0.000384249558245065,0.000384249558245065,-0.594654715616726,"5",134209784,"R","II","TXNDC15","1stExon","shore","1stExon-shore","chr5:134209887-134210504",NA,NA,"","",""
"cg16990174",0.07546221,0.298520135,4.24146087787458,0.000399992755518249,0.000399992755518249,-0.634618304758257,"3",72496875,"F","II","RYBP","TSS1500","shore","TSS1500-shore","chr3:72495853-72496852",NA,NA,"","rs2118593",""
"cg21504918",0.03641832,0.069164667,4.23029928087939,0.000410566087502527,0.000410566087502527,-0.66057835823085,"5",150400001,"R","II","GPX3","5'UTR","island","5'UTR-island","chr5:150400000-150400490",TRUE,NA,"","",""
"cg00862290",0.07778657,0.487090545,4.22961658887715,0.000411221821378937,0.000411221821378937,-0.662166083547715,"3",178984973,"F","II","KCNMB3","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg26661623",0.06904283,0.457572165,4.22690741400586,0.000413834386531754,0.000413834386531754,-0.668466643755965,"17",7019262,"F","II","ASGR2","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg22858288",0.13241688,0.29221739,4.22613825435202,0.000414579146801403,0.000414579146801403,-0.670255394874309,"11",2930322,"F","II","SLC22A18","Body","island","Body-island","chr11:2930289-2931093",NA,NA,"","",""
"cg04444771",-0.022425726,0.079929811,-4.21249223106074,0.000428017987221239,0.000428017987221239,-0.701987756550136,"10",45473712,"R","II","C10orf10","5'UTR","shelf","5'UTR-shelf","chr10:45470022-45470291",NA,NA,"","",""
"cg18006568",0.028078811,0.0449833425,4.20633346358294,0.000434225452500998,0.000434225452500998,-0.716307568437345,"2",71205891,"F","II","ANKRD53","1stExon","island","1stExon-island","chr2:71205563-71206529",TRUE,TRUE,"","",""
"cg15700739",0.083051401,0.1160601795,4.19941584825042,0.000441305435202089,0.000441305435202089,-0.732390438249507,"12",54427700,"F","I","HOXC4","5'UTR","island","5'UTR-island","chr12:54427025-54428709",NA,NA,"","",""
"cg09936839",-0.08868992,0.42856956,-4.19282317011588,0.000448160501802276,0.000448160501802276,-0.747716489614802,"19",4181854,"F","II","SIRT6","Body","shore","Body-shore","chr19:4182259-4182803",NA,NA,"","",""
"cg16001913",0.07918948,0.53115048,4.18783536837091,0.000453417636407022,0.000453417636407022,-0.759310760568652,"10",71029644,"F","II","HK1","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg24812103",-0.03921524,0.38941967,-4.18698400850212,0.000454321122283689,0.000454321122283689,-0.761289688157925,"8",101735630,"F","II","PABPC1","TSS1500","shore","TSS1500-shore","chr8:101733213-101735222",NA,NA,"","",""
"cg05953243",0.06445045,0.462421765,4.18327709213618,0.000458276073994349,0.000458276073994349,-0.769905885490569,"11",26743425,"F","II","SLC5A12","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","rs7106869",""
"cg24674703",-0.03413983,0.903157575,-4.18036253509877,0.000461409856230001,0.000461409856230001,-0.776680038896379,"11",60869960,"F","II","CD5","5'UTR","opensea","5'UTR-opensea","",NA,NA,"low-CpG:60626530-60626549","",""
"cg18878432",-0.06257079,0.277283335,-4.18019069042731,0.000461595295409684,0.000461595295409684,-0.777079439710763,"17",46683409,"R","II","LOC404266","Body","shore","Body-shore","chr17:46685244-46685449",NA,NA,"","",""
"cg26565838",-0.042841568,0.129934806,-4.17732770335381,0.000464695778417549,0.000464695778417549,-0.783733439010412,"5",153570764,"F","II","GALNT10","Body","shore","Body-shore","chr5:153569545-153570538",NA,NA,"","",""
"cg21964481",-0.07494637,0.614407775,-4.16733137537217,0.000475685843489322,0.000475685843489322,-0.806964166499053,"9",140125696,"F","II","SLC34A3","5'UTR","shelf","5'UTR-shelf","chr9:140128562-140129023",NA,NA,"","",""
"cg03167763",0.024754128,0.122926836,4.15450270357411,0.000490172087326488,0.000490172087326488,-0.83677187063903,"1",20512397,"F","II","UBXN10","TSS200","island","TSS200-island","chr1:20512360-20512797",NA,NA,"","",""
"cg19776453",0.04946031,0.732695245,4.1542304283709,0.000490484283532854,0.000490484283532854,-0.837404443042903,"19",43033801,"F","II","CEACAM1","TSS1500","opensea","TSS1500-opensea","",TRUE,NA,"","",""
"cg20907471",-0.13776975,0.308184155,-4.15203873306045,0.000493004587838405,0.000493004587838405,-0.842496271411274,"20",21679525,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","",""
"cg04230060",0.09531967,0.276984475,4.1508488497931,0.000494378301277319,0.000494378301277319,-0.845260577394965,"9",114937992,"F","II","SUSD1","TSS1500","shore","TSS1500-shore","chr9:114937020-114937824",NA,NA,"","",""
"cg14483391",0.05747887,0.447523345,4.14929430166682,0.000496178794091351,0.000496178794091351,-0.848871983042435,"3",183749227,"R","II","HTR3D","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg15901783",0.0708191,0.29200574,4.14198563382644,0.000504732149008666,0.000504732149008666,-0.865849678569802,"13",77461426,"R","II","KCTD12","TSS1500","shore","TSS1500-shore","chr13:77459322-77461099",NA,NA,"","",""
"cg02682905",0.0563213999999999,0.52867535,4.13703330463556,0.000510611613569667,0.000510611613569667,-0.877352531268916,"19",58262242,"R","II","ZNF776","Body","shelf","Body-shelf","chr19:58258088-58258619",NA,NA,"","",""
"cg11546621",0.05900293,0.459376715,4.13446020047836,0.000513693446278087,0.000513693446278087,-0.883328738124832,"9",139872161,"F","II","PTGDS","Body","shore","Body-shore","chr9:139872237-139873143",NA,TRUE,"","",""
"cg26705561",0.053251,0.24253248,4.13095165959756,0.000517925682508613,0.000517925682508613,-0.891477132212509,"10",102279791,"F","II","SEC31B","TSS200","shore","TSS200-shore","chr10:102279162-102279730",NA,TRUE,"","",""
"cg06084117",0.0560848799999999,0.76260783,4.13013905701445,0.000518910864814999,0.000518910864814999,-0.893364286319406,"7",132334901,"R","II","PLXNA4","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs76816745",""
"cg12554573",-0.06925926,0.56397151,-4.12521513485428,0.000524920765697783,0.000524920765697783,-0.904798819628557,"3",51976667,"R","II","PARP3","5'UTR","shore","5'UTR-shore","chr3:51975612-51976505",NA,TRUE,"","",""
"cg15518883",-0.0623623900000001,0.755504465,-4.11810984896189,0.000533716117240894,0.000533716117240894,-0.921297233088358,"9",35650561,"F","II","SIT1","Body","shelf","Body-shelf","chr9:35646744-35647265",NA,TRUE,"","",""
"cg09676390",0.06774303,0.491726175,4.10861089467714,0.000545705256344388,0.000545705256344388,-0.943350371191816,"21",46493345,"R","II","ADARB1","TSS1500","shore","TSS1500-shore","chr21:46494173-46495472",NA,NA,"","",""
"cg09547777",-0.07876236,0.73754397,-4.10782531500584,0.000546708758998206,0.000546708758998206,-0.945174027994932,"1",160160232,"R","II","CASQ1","TSS200","opensea","TSS200-opensea","",NA,TRUE,"","",""
"cg03802191",-0.0578262999999999,0.54516238,-4.10772765667389,0.000546833637080249,0.000546833637080249,-0.945400731664896,"1",234615169,"F","II","TARBP1","TSS1500","shore","TSS1500-shore","chr1:234613936-234614972",NA,NA,"","",""
"cg13745870",-0.06953174,0.37192312,-4.09676587785301,0.000561033613943567,0.000561033613943567,-0.970844666370184,"3",57094763,"F","II","SPATA12","1stExon","opensea","1stExon-opensea","",NA,NA,"","rs55735463",""
"cg05949660",0.026399005,0.1104266175,4.09522106264039,0.000563064211255862,0.000563064211255862,-0.974429978786295,"6",109777642,"F","II","MICAL1","TSS1500","island","TSS1500-island","chr6:109776194-109777645",NA,NA,"","",""
"cg13162577",0.0931985399999999,0.78366545,4.094602506753,0.000563879337225559,0.000563879337225559,-0.975865534828959,"11",6226437,"R","II","C11orf42","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg04008913",0.06641945,0.262658985,4.09142812340554,0.000568081108112459,0.000568081108112459,-0.98323242588417,"3",43327465,"R","II","SNRK","TSS1500","shore","TSS1500-shore","chr3:43327698-43328310",NA,NA,"","",""
"cg12902039",0.07062287,0.291724345,4.07987308359522,0.00058364206092201,0.00058364206092201,-1.01004458796347,"15",28344412,"R","II","OCA2","1stExon","island","1stExon-island","chr15:28344188-28344489",NA,NA,"","",""
"cg08030082",0.07324724,0.44459911,4.07481488218882,0.00059058726597821,0.00059058726597821,-1.02177956437078,"2",25391839,"F","II","POMC","TSS1500","island","TSS1500-island","chr2:25391072-25391875",NA,NA,"","",""
"cg13745346",-0.0936641599999999,0.69208747,-4.07010026871631,0.000597135071732428,0.000597135071732428,-1.03271629480439,"16",89044523,"F","II","CBFA2T3","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","rs35995023",""
"cg07459489",0.08499584,0.55633707,4.06689417536695,0.000601629196710065,0.000601629196710065,-1.04015300520721,"8",118147163,"F","II","SLC30A8","TSS200","opensea","TSS200-opensea","",NA,NA,"","",""
"cg05184394",0.07743957,0.352764715,4.0626306576234,0.000607657970365454,0.000607657970365454,-1.05004167167302,"2",131512773,"F","II","FAM123C","TSS1500","shore","TSS1500-shore","chr2:131513363-131514183",NA,NA,"","",""
"cg07259382",0.11328525,0.544218185,4.06239217453567,0.000607996971784626,0.000607996971784626,-1.05059477458825,"4",164536228,"F","II","MARCH1","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg09276363",0.05463846,0.28577639,4.05173180064744,0.000623345199152805,0.000623345199152805,-1.07531591259808,"1",112531488,"R","II","KCND3","5'UTR","shore","5'UTR-shore","chr1:112531559-112533773",NA,NA,"","",""
"cg16777782",0.0493441999999999,0.80287978,4.05069351067588,0.000624860606030769,0.000624860606030769,-1.07772336565337,"16",82671333,"F","II","CDH13","Body","opensea","Body-opensea","",NA,TRUE,"","",""
"cg05440289",0.08387519,0.690825285,4.05055477658008,0.000625063370038204,0.000625063370038204,-1.07804504011929,"1",152881119,"R","II","IVL","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg19632206",-0.04439166,0.22336399,-4.04948494559379,0.000626629169361167,0.000626629169361167,-1.08052555934553,"1",190446756,"F","II","FAM5C","1stExon","opensea","1stExon-opensea","",NA,NA,"","",""
"cg19686152",-0.0725059100000001,0.388547335,-4.0476162723118,0.000629373556238009,0.000629373556238009,-1.08485813621875,"15",52121542,"R","II","TMOD3","TSS1500","shore","TSS1500-shore","chr15:52121816-52122452",NA,NA,"","",""
"cg25645462",0.0367486000000002,0.8564816,4.04751385760136,0.000629524312002273,0.000629524312002273,-1.08509558255395,"16",57653702,"F","II","GPR56","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg11827595",-0.02737113,0.151504625,-4.04709500041607,0.00063014125070763,0.00063014125070763,-1.0860666882675,"3",10157099,"R","II","C3orf10","TSS1500","shore","TSS1500-shore","chr3:10157129-10157612",NA,NA,"","",""
"cg10150813",0.10506559,0.465527165,4.04065247847464,0.000639706949011874,0.000639706949011874,-1.10100226923169,"4",25865178,"F","II","SEL1L3","TSS1500","island","TSS1500-island","chr4:25865063-25865376",TRUE,NA,"high-CpG:25474210-25474439","",""
"cg27214774",0.0790353900000001,0.487270435,4.03955488356003,0.000641351031418495,0.000641351031418495,-1.10354658076942,"20",49253710,"F","II","FAM65C","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg06391468",0.01446495,0.049534108,4.03201247383955,0.000652763489030339,0.000652763489030339,-1.12102870210684,"17",70117530,"F","II","SOX9","5'UTR","island","5'UTR-island","chr17:70116274-70119998",NA,NA,"","",""
"cg06868758",0.04594684,0.43546661,4.03057809800103,0.000654956693349003,0.000654956693349003,-1.12435300520231,"2",207025391,"F","II","EEF1B2","Body","shore","Body-shore","chr2:207023910-207024981",NA,NA,"","",""
"cg27635271",0.043091587,0.1052039045,4.02543927703468,0.000662874687020208,0.000662874687020208,-1.1362617706698,"15",75941576,"R","II","SNX33","1stExon","shore","1stExon-shore","chr15:75939504-75940831",NA,NA,"","",""
"cg06817264",0.01897433,0.053720994,4.02492921406942,0.000663665797484216,0.000663665797484216,-1.13744371572605,"11",66335649,"F","II","CTSF","Body","island","Body-island","chr11:66335575-66336151",NA,TRUE,"","",""
"cg20416179",0.0601257900000001,0.761054695,4.02459786831466,0.000664180221630994,0.000664180221630994,-1.13821151986816,"6",150690143,"R","II","IYD","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg10281002",0.11910799,0.363009185,4.02212039726399,0.000668039207675204,0.000668039207675204,-1.14395219147112,"12",114846399,"R","II","TBX5","TSS200","island","TSS200-island","chr12:114845861-114847650",NA,TRUE,"","",""
"cg01805282",0.02542177,0.063643428,4.013801923037,0.000681160831968081,0.000681160831968081,-1.16322477044728,"6",133563764,"F","II","EYA4","5'UTR","island","5'UTR-island","chr6:133563701-133563905",NA,TRUE,"","",""
"cg21554249",-0.0508863,0.23185092,-4.01164064465071,0.000684611955060756,0.000684611955060756,-1.16823145163555,"12",56390073,"R","II","SUOX","TSS1500","opensea","TSS1500-opensea","",NA,NA,"","",""
"cg02732509",-0.04535349,0.167064875,-4.00486112802572,0.000695551113722724,0.000695551113722724,-1.18393466828551,"12",58241200,"R","II","CTDSP2","TSS1500","shore","TSS1500-shore","chr12:58238840-58241046",NA,NA,"","",""
"cg15674432",0.09682973,0.297848135,4.00227008658082,0.000699777842498523,0.000699777842498523,-1.18993550773567,"6",35992082,"F","II","SLC26A8","5'UTR","shelf","5'UTR-shelf","chr6:35995245-35996372",NA,NA,"","rs12664506",""
"cg10280342",-0.08549989,0.293333035,-4.00026968317069,0.000703058598217405,0.000703058598217405,-1.19456815650472,"19",6376576,"F","II","PSPN","TSS1500","shelf","TSS1500-shelf","chr19:6372722-6373218",NA,NA,"","rs73563871",""
"cg01236137",-0.04119863,0.226662695,-3.99496835842971,0.000711827448378335,0.000711827448378335,-1.20684409524681,"5",32585526,"R","II","SUB1","TSS200","shore","TSS200-shore","chr5:32585603-32586365",NA,NA,"","",""
"cg02008169",-0.03779988,0.1454356,-3.9873516738871,0.000724617473397418,0.000724617473397418,-1.22447854503449,"16",31885058,"R","II","ZNF267","TSS200","island","TSS200-island","chr16:31885042-31885600",NA,NA,"","",""
"cg08176694",0.1060601,0.42934645,3.98317135799983,0.000731734292156945,0.000731734292156945,-1.23415544214807,"12",123519157,"R","II","PITPNM2","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","",""
"cg22549408",0.13891808,0.51265805,3.97943545458821,0.000738153496424174,0.000738153496424174,-1.2428026479036,"18",57566300,"R","II","PMAIP1","TSS1500","shore","TSS1500-shore","chr18:57566866-57567723",NA,NA,"","",""
"cg10201668",0.023228561,0.0512023285,3.97649380018073,0.000743247486760409,0.000743247486760409,-1.24961084155232,"15",45422393,"F","II","DUOX1","5'UTR","island","5'UTR-island","chr15:45421236-45422394",NA,NA,"","",""
"cg11290225",0.05157591,0.204345315,3.97481447517317,0.000746171238309497,0.000746171238309497,-1.25349723885979,"8",145692591,"F","II","KIFC2","Body","shore","Body-shore","chr8:145690605-145692505",NA,NA,"","","rs61740364"
"cg24768561",0.06312187,0.316029365,3.97081797526388,0.000753175469958377,0.000753175469958377,-1.26274545226886,"2",236401800,"R","II","AGAP1","TSS1500","island","TSS1500-island","chr2:236401799-236403946",NA,NA,"","",""
"cg14792480",0.05221208,0.35174963,3.96513346949355,0.000763251187570931,0.000763251187570931,-1.27589804892064,"16",66954257,"R","II","CDH16","TSS1500","shore","TSS1500-shore","chr16:66955943-66956251",NA,NA,"","rs73586830",""
"cg01800843",-0.029821087,0.0964712955,-3.96362284725045,0.000765951277934254,0.000765951277934254,-1.27939291244634,"11",108092707,"R","II","ATM","TSS1500","shore","TSS1500-shore","chr11:108093211-108093969",NA,NA,"","","rs36220457"
"cg07546360",-0.04410961,0.229384285,-3.96341782143348,0.000766318474942207,0.000766318474942207,-1.27986723331727,"22",46482023,"F","II","LOC400931","Body","island","Body-island","chr22:46481815-46482024",NA,NA,"","",""
